Fecha (dd/mm/aaaa),Tasa de cambio representativa del mercado (TRM)
37259,2289.42
37260,2289.91
37261,2295.59
37262,2295.59
37263,2295.59
37264,2295.59
37265,2306.31
37266,2306.35
37267,2311.57
37268,2304.54
37269,2304.54
37270,2304.54
37271,2297.31
37272,2280.73
37273,2265.66
37274,2265.01
37275,2269.76
37276,2269.76
37277,2269.76
37278,2259.24
37279,2247.29
37280,2239.92
37281,2231.98
37282,2242.67
37283,2242.67
37284,2242.67
37285,2252.37
37286,2262.45
37287,2264.82
37288,2265.99
37289,2267.33
37290,2267.33
37291,2267.33
37292,2266.61
37293,2259.81
37294,2254.98
37295,2260.17
37296,2272.76
37297,2272.76
37298,2272.76
37299,2283.14
37300,2290.19
37301,2309.27
37302,2312.03
37303,2288.54
37304,2288.54
37305,2288.54
37306,2288.98
37307,2280.98
37308,2282.94
37309,2309.45
37310,2307.75
37311,2307.75
37312,2307.75
37313,2310.21
37314,2313.13
37315,2309.82
37316,2306.45
37317,2306.33
37318,2306.33
37319,2306.33
37320,2299.15
37321,2293.6
37322,2290
37323,2289.83
37324,2283.83
37325,2283.83
37326,2283.83
37327,2269.88
37328,2269.17
37329,2270.66
37330,2272.27
37331,2278.56
37332,2278.56
37333,2278.56
37334,2282.25
37335,2274.53
37336,2279.6
37337,2280
37338,2274.47
37339,2274.47
37340,2274.47
37341,2274.47
37342,2261.37
37343,2261.23
37344,2261.23
37345,2261.23
37346,2261.23
37347,2261.23
37348,2264.57
37349,2257.16
37350,2267.99
37351,2269.35
37352,2263.03
37353,2263.03
37354,2263.03
37355,2255.02
37356,2254.45
37357,2257.78
37358,2261.66
37359,2264.98
37360,2264.98
37361,2264.98
37362,2266.92
37363,2262.56
37364,2261.12
37365,2256.66
37366,2260.9
37367,2260.9
37368,2260.9
37369,2259.88
37370,2263.68
37371,2265.7
37372,2267.4
37373,2270.92
37374,2270.92
37375,2270.92
37376,2275.35
37377,2275.43
37378,2275.43
37379,2279.56
37380,2286.39
37381,2286.39
37382,2286.39
37383,2285.64
37384,2286.6
37385,2284.93
37386,2289.17
37387,2292
37388,2292
37389,2292
37390,2292
37391,2293
37392,2300.02
37393,2314.21
37394,2332.68
37395,2332.68
37396,2332.68
37397,2350.2
37398,2363.28
37399,2349.8
37400,2338.55
37401,2331.07
37402,2331.07
37403,2331.07
37404,2309.85
37405,2314.3
37406,2317.12
37407,2321.16
37408,2321.68
37409,2321.68
37410,2321.68
37411,2321.68
37412,2324.54
37413,2331.69
37414,2335.3
37415,2336.11
37416,2336.11
37417,2336.11
37418,2336.11
37419,2340.36
37420,2347.68
37421,2357.14
37422,2369.12
37423,2369.12
37424,2369.12
37425,2379.92
37426,2383.31
37427,2393.87
37428,2391.65
37429,2384.22
37430,2384.22
37431,2384.22
37432,2383.41
37433,2386.18
37434,2392.13
37435,2398.14
37436,2398.82
37437,2398.82
37438,2398.82
37439,2398.82
37440,2410.54
37441,2425.42
37442,2426.4
37443,2434.32
37444,2434.32
37445,2434.32
37446,2457.39
37447,2462.18
37448,2482.21
37449,2506.84
37450,2513.99
37451,2513.99
37452,2513.99
37453,2507.21
37454,2499.92
37455,2524.76
37456,2538.47
37457,2529.57
37458,2529.57
37459,2529.57
37460,2517.42
37461,2539
37462,2572.42
37463,2580.15
37464,2596.26
37465,2596.26
37466,2596.26
37467,2599.57
37468,2625.06
37469,2636.3
37470,2640.35
37471,2643.03
37472,2643.03
37473,2643.03
37474,2663.81
37475,2670.61
37476,2670.61
37477,2649.32
37478,2568.8
37479,2568.8
37480,2568.8
37481,2595.8
37482,2657.98
37483,2635.87
37484,2648.77
37485,2663.61
37486,2663.61
37487,2663.61
37488,2663.61
37489,2620.91
37490,2626.17
37491,2652.96
37492,2643.37
37493,2643.37
37494,2643.37
37495,2653.29
37496,2672.25
37497,2688.64
37498,2712.46
37499,2703.55
37500,2703.55
37501,2703.55
37502,2679.51
37503,2677.39
37504,2694.51
37505,2714.77
37506,2712.14
37507,2712.14
37508,2712.14
37509,2703.63
37510,2707.58
37511,2718.85
37512,2730.91
37513,2741.29
37514,2741.29
37515,2741.29
37516,2758.95
37517,2783.44
37518,2785.81
37519,2789.01
37520,2815.05
37521,2815.05
37522,2815.05
37523,2793.36
37524,2810.46
37525,2802.32
37526,2825.32
37527,2828.08
37528,2828.08
37529,2828.08
37530,2850.65
37531,2885.48
37532,2888.23
37533,2881.78
37534,2876.4
37535,2876.4
37536,2876.4
37537,2869.73
37538,2850.98
37539,2854.04
37540,2870.63
37541,2861.16
37542,2861.16
37543,2861.16
37544,2861.16
37545,2852.99
37546,2857.13
37547,2853.9
37548,2836.34
37549,2836.34
37550,2836.34
37551,2791.46
37552,2758.76
37553,2744.32
37554,2747.07
37555,2755.69
37556,2755.69
37557,2755.69
37558,2770.73
37559,2781.72
37560,2773.73
37561,2778.6
37562,2778.47
37563,2778.47
37564,2778.47
37565,2778.47
37566,2774.58
37567,2761.99
37568,2743
37569,2743.92
37570,2743.92
37571,2743.92
37572,2743.92
37573,2727.05
37574,2717.89
37575,2724.04
37576,2703.75
37577,2703.75
37578,2703.75
37579,2679.96
37580,2683.04
37581,2671.7
37582,2666.41
37583,2687.25
37584,2687.25
37585,2687.25
37586,2716.95
37587,2735.04
37588,2754.67
37589,2758.28
37590,2784.21
37591,2784.21
37592,2784.21
37593,2812.94
37594,2826.1
37595,2806.63
37596,2788.72
37597,2782.4
37598,2782.4
37599,2782.4
37600,2815
37601,2816.42
37602,2801.01
37603,2793.16
37604,2808.16
37605,2808.16
37606,2808.16
37607,2807.61
37608,2805.55
37609,2818.81
37610,2818.54
37611,2814.71
37612,2814.71
37613,2814.71
37614,2826.04
37615,2823.95
37616,2823.95
37617,2843.57
37618,2854.29
37619,2854.29
37620,2854.29
37621,2864.79
37622,2864.79
37623,2864.79
37624,2844.82
37625,2841.56
37626,2841.56
37627,2841.56
37628,2841.56
37629,2881.83
37630,2902.92
37631,2915.01
37632,2905.77
37633,2905.77
37634,2905.77
37635,2906.49
37636,2903.05
37637,2905.41
37638,2928.19
37639,2923.58
37640,2923.58
37641,2923.58
37642,2926.06
37643,2933.81
37644,2947.05
37645,2926.88
37646,2924.73
37647,2924.73
37648,2924.73
37649,2948.3
37650,2965.6
37651,2950.71
37652,2926.46
37653,2940.26
37654,2940.26
37655,2940.26
37656,2957.4
37657,2966.78
37658,2961.29
37659,2963.28
37660,2954.03
37661,2954.03
37662,2954.03
37663,2968.88
37664,2963.21
37665,2960.77
37666,2959.75
37667,2954.76
37668,2954.76
37669,2954.76
37670,2934.58
37671,2929.64
37672,2937.44
37673,2938.23
37674,2939.92
37675,2939.92
37676,2939.92
37677,2949.05
37678,2951.81
37679,2949.85
37680,2956.31
37681,2957.87
37682,2957.87
37683,2957.87
37684,2959.97
37685,2962.06
37686,2960.77
37687,2960.11
37688,2959.75
37689,2959.75
37690,2959.75
37691,2961.93
37692,2962.76
37693,2961.99
37694,2959.39
37695,2958.86
37696,2958.86
37697,2958.86
37698,2956.47
37699,2955.84
37700,2955.64
37701,2954.62
37702,2956.06
37703,2956.06
37704,2956.06
37705,2956.06
37706,2959.26
37707,2959.84
37708,2958.73
37709,2958.25
37710,2958.25
37711,2958.25
37712,2958.15
37713,2958.56
37714,2956.5
37715,2951.14
37716,2946.79
37717,2946.79
37718,2946.79
37719,2942.41
37720,2938.32
37721,2920.4
37722,2911.74
37723,2923.07
37724,2923.07
37725,2923.07
37726,2931.69
37727,2919.58
37728,2918.01
37729,2918.01
37730,2918.01
37731,2918.01
37732,2918.01
37733,2920.04
37734,2916.03
37735,2911
37736,2908.25
37737,2912.83
37738,2912.83
37739,2912.83
37740,2900
37741,2887.82
37742,2868.43
37743,2868.43
37744,2865.94
37745,2865.94
37746,2865.94
37747,2858.37
37748,2856.98
37749,2866.06
37750,2848.41
37751,2840.04
37752,2840.04
37753,2840.04
37754,2833.86
37755,2813.6
37756,2821.08
37757,2827.99
37758,2816.46
37759,2816.46
37760,2816.46
37761,2874.77
37762,2909.83
37763,2912.46
37764,2905.91
37765,2868.37
37766,2868.37
37767,2868.37
37768,2868.37
37769,2850.03
37770,2874.91
37771,2855.88
37772,2853.33
37773,2853.33
37774,2853.33
37775,2853.33
37776,2846.16
37777,2849.71
37778,2839.21
37779,2828.2
37780,2828.2
37781,2828.2
37782,2818.5
37783,2809.63
37784,2821.27
37785,2832.2
37786,2821.61
37787,2821.61
37788,2821.61
37789,2818.62
37790,2828.96
37791,2829.42
37792,2827.4
37793,2826.36
37794,2826.36
37795,2826.36
37796,2826.36
37797,2815.26
37798,2806.96
37799,2812.28
37800,2817.32
37801,2817.32
37802,2817.32
37803,2817.32
37804,2817.63
37805,2812.4
37806,2815.14
37807,2815.14
37808,2815.14
37809,2815.14
37810,2820.85
37811,2838.88
37812,2846.89
37813,2855.41
37814,2856.96
37815,2856.96
37816,2856.96
37817,2871.88
37818,2879.37
37819,2888.57
37820,2883.9
37821,2880.69
37822,2880.69
37823,2880.69
37824,2878.33
37825,2878.56
37826,2882.7
37827,2887.31
37828,2888.32
37829,2888.32
37830,2888.32
37831,2883.15
37832,2873.17
37833,2880.4
37834,2879.6
37835,2886.87
37836,2886.87
37837,2886.87
37838,2894.58
37839,2901.09
37840,2887.05
37841,2887.05
37842,2875.18
37843,2875.18
37844,2875.18
37845,2873.51
37846,2868.5
37847,2870.67
37848,2864.81
37849,2861.34
37850,2861.34
37851,2861.34
37852,2861.34
37853,2869.29
37854,2861.63
37855,2853.56
37856,2841.25
37857,2841.25
37858,2841.25
37859,2843.66
37860,2848.86
37861,2850.89
37862,2846.26
37863,2832.94
37864,2832.94
37865,2832.94
37866,2832.94
37867,2841.02
37868,2826.46
37869,2816.74
37870,2820.46
37871,2820.46
37872,2820.46
37873,2822.85
37874,2820.2
37875,2825.28
37876,2829.82
37877,2824.88
37878,2824.88
37879,2824.88
37880,2824.53
37881,2823.79
37882,2823.28
37883,2833.64
37884,2844.64
37885,2844.64
37886,2844.64
37887,2859.37
37888,2866.42
37889,2872.3
37890,2871.39
37891,2879.32
37892,2879.32
37893,2879.32
37894,2889.39
37895,2888.21
37896,2907.41
37897,2905.12
37898,2881.88
37899,2881.88
37900,2881.88
37901,2872.7
37902,2868.91
37903,2887.59
37904,2878.39
37905,2868.85
37906,2868.85
37907,2868.85
37908,2868.85
37909,2865.32
37910,2873.7
37911,2867.75
37912,2865.04
37913,2865.04
37914,2865.04
37915,2864.34
37916,2864.25
37917,2870.01
37918,2872.55
37919,2857.88
37920,2857.88
37921,2857.88
37922,2882.77
37923,2879.34
37924,2870.11
37925,2884.17
37926,2878.05
37927,2878.05
37928,2878.05
37929,2878.05
37930,2869.46
37931,2856.34
37932,2854.17
37933,2843.82
37934,2843.82
37935,2843.82
37936,2840.41
37937,2840.41
37938,2845.69
37939,2850.24
37940,2842.53
37941,2842.53
37942,2842.53
37943,2842.53
37944,2831.97
37945,2826.6
37946,2831.1
37947,2836.45
37948,2836.45
37949,2836.45
37950,2838.02
37951,2839.2
37952,2838.7
37953,2838.7
37954,2836.05
37955,2836.05
37956,2836.05
37957,2829.08
37958,2817.14
37959,2815.19
37960,2815.33
37961,2808.42
37962,2808.42
37963,2808.42
37964,2808.42
37965,2822.78
37966,2815.45
37967,2808.31
37968,2812.81
37969,2812.81
37970,2812.81
37971,2807.25
37972,2793.06
37973,2795.21
37974,2801.67
37975,2806.89
37976,2806.89
37977,2806.89
37978,2809.09
37979,2806.33
37980,2796.89
37981,2796.89
37982,2795.21
37983,2795.21
37984,2795.21
37985,2780.82
37986,2778.21
37987,2778.21
37988,2778.21
37989,2777.96
37990,2777.96
37991,2777.96
37992,2778.92
37993,2765.76
37994,2758.83
37995,2750.89
37996,2754.33
37997,2754.33
37998,2754.33
37999,2754.33
38000,2762.31
38001,2747.06
38002,2723.83
38003,2728.7
38004,2728.7
38005,2728.7
38006,2728.7
38007,2730.75
38008,2740.76
38009,2742.88
38010,2747.72
38011,2747.72
38012,2747.72
38013,2766.89
38014,2736.28
38015,2721.56
38016,2740.55
38017,2742.47
38018,2742.47
38019,2742.47
38020,2738.15
38021,2747.28
38022,2750.67
38023,2748.9
38024,2757.14
38025,2757.14
38026,2757.14
38027,2741.17
38028,2735.5
38029,2736.94
38030,2736.42
38031,2724.36
38032,2724.36
38033,2724.36
38034,2724.36
38035,2715.2
38036,2697.66
38037,2693.84
38038,2700.19
38039,2700.19
38040,2700.19
38041,2665.83
38042,2651.94
38043,2664.3
38044,2686.54
38045,2682.34
38046,2682.34
38047,2682.34
38048,2662.81
38049,2660.42
38050,2670.97
38051,2676.41
38052,2673.29
38053,2673.29
38054,2673.29
38055,2675.65
38056,2679.22
38057,2685.17
38058,2683.08
38059,2669.48
38060,2669.48
38061,2669.48
38062,2661.45
38063,2648.97
38064,2650.21
38065,2669.07
38066,2669.39
38067,2669.39
38068,2669.39
38069,2669.39
38070,2664.5
38071,2667.05
38072,2679.33
38073,2673.68
38074,2673.68
38075,2673.68
38076,2676.93
38077,2678.16
38078,2682.09
38079,2671.01
38080,2666.55
38081,2666.55
38082,2666.55
38083,2667.06
38084,2663.05
38085,2659.05
38086,2659.05
38087,2659.05
38088,2659.05
38089,2659.05
38090,2648.8
38091,2642.55
38092,2631.72
38093,2619.59
38094,2620.19
38095,2620.19
38096,2620.19
38097,2612.3
38098,2620.94
38099,2628.19
38100,2618.21
38101,2622.74
38102,2622.74
38103,2622.74
38104,2613.94
38105,2620.97
38106,2635.96
38107,2646.99
38108,2655.18
38109,2655.18
38110,2655.18
38111,2670.92
38112,2664.79
38113,2658.43
38114,2690.68
38115,2708.02
38116,2708.02
38117,2708.02
38118,2731.79
38119,2729.54
38120,2729.01
38121,2741.66
38122,2719.89
38123,2719.89
38124,2719.89
38125,2713.3
38126,2725.45
38127,2737.55
38128,2759.79
38129,2766.83
38130,2766.83
38131,2766.83
38132,2766.83
38133,2760.06
38134,2754.83
38135,2745.91
38136,2724.92
38137,2724.92
38138,2724.92
38139,2724.92
38140,2736.39
38141,2727.68
38142,2722.69
38143,2715.37
38144,2715.37
38145,2715.37
38146,2707.33
38147,2705.97
38148,2719.34
38149,2732.4
38150,2734.94
38151,2734.94
38152,2734.94
38153,2734.94
38154,2735.05
38155,2725.87
38156,2713.07
38157,2710.99
38158,2710.99
38159,2710.99
38160,2710.99
38161,2709.3
38162,2715.53
38163,2702.6
38164,2697.08
38165,2697.08
38166,2697.08
38167,2695.02
38168,2699.58
38169,2694.09
38170,2682.25
38171,2674.1
38172,2674.1
38173,2674.1
38174,2674.1
38175,2672.95
38176,2675.05
38177,2677.42
38178,2668.83
38179,2668.83
38180,2668.83
38181,2670.01
38182,2674.41
38183,2662.19
38184,2642.78
38185,2628.3
38186,2628.3
38187,2628.3
38188,2632.64
38189,2632.64
38190,2633.14
38191,2619.84
38192,2628.46
38193,2628.46
38194,2628.46
38195,2636.32
38196,2639.72
38197,2634.44
38198,2619.55
38199,2612.44
38200,2612.44
38201,2612.44
38202,2613.58
38203,2605.85
38204,2609.39
38205,2609.61
38206,2602.91
38207,2602.91
38208,2602.91
38209,2597.71
38210,2598.98
38211,2606.93
38212,2614.97
38213,2609.92
38214,2609.92
38215,2609.92
38216,2609.92
38217,2608.88
38218,2609.88
38219,2607.62
38220,2606.57
38221,2606.57
38222,2606.57
38223,2595.75
38224,2589.25
38225,2575.51
38226,2568.68
38227,2574.49
38228,2574.49
38229,2574.49
38230,2551.43
38231,2536.51
38232,2538.59
38233,2552.78
38234,2564.89
38235,2564.89
38236,2564.89
38237,2564.89
38238,2552.74
38239,2536
38240,2523.08
38241,2535.29
38242,2535.29
38243,2535.29
38244,2525.12
38245,2521.77
38246,2536.4
38247,2522.57
38248,2518.3
38249,2518.3
38250,2518.3
38251,2548.2
38252,2561.2
38253,2560.66
38254,2567.83
38255,2602.2
38256,2602.2
38257,2602.2
38258,2600.64
38259,2596.28
38260,2595.17
38261,2608.3
38262,2630.81
38263,2630.81
38264,2630.81
38265,2629.65
38266,2608.36
38267,2603.34
38268,2601.7
38269,2583.74
38270,2583.74
38271,2583.74
38272,2583.74
38273,2558.04
38274,2553.07
38275,2549.1
38276,2562.56
38277,2562.56
38278,2562.56
38279,2562.56
38280,2556.18
38281,2561.33
38282,2555.26
38283,2553.02
38284,2553.02
38285,2553.02
38286,2568.11
38287,2582.39
38288,2579.59
38289,2585.8
38290,2575.19
38291,2575.19
38292,2575.19
38293,2575.19
38294,2568.08
38295,2561.28
38296,2550.37
38297,2547.79
38298,2547.79
38299,2547.79
38300,2544.65
38301,2542.2
38302,2540.47
38303,2540.47
38304,2541.98
38305,2541.98
38306,2541.98
38307,2541.98
38308,2535.89
38309,2523.41
38310,2515.32
38311,2517.86
38312,2517.86
38313,2517.86
38314,2521.81
38315,2509.79
38316,2501.88
38317,2501.88
38318,2484.36
38319,2484.36
38320,2484.36
38321,2479.1
38322,2479.18
38323,2472.12
38324,2481.93
38325,2475.23
38326,2475.23
38327,2475.23
38328,2466.71
38329,2455.12
38330,2455.12
38331,2464.19
38332,2440.72
38333,2440.72
38334,2440.72
38335,2416.29
38336,2385.1
38337,2376.37
38338,2365.75
38339,2361.46
38340,2361.46
38341,2361.46
38342,2329.79
38343,2316.12
38344,2381.03
38345,2404.4
38346,2375.99
38347,2375.99
38348,2375.99
38349,2385.32
38350,2415.37
38351,2412.1
38352,2389.75
38353,2389.75
38354,2389.75
38355,2389.75
38356,2338.84
38357,2315.45
38358,2344.45
38359,2386.67
38360,2358.54
38361,2358.54
38362,2358.54
38363,2358.54
38364,2380.96
38365,2358.64
38366,2340.42
38367,2351.23
38368,2351.23
38369,2351.23
38370,2351.23
38371,2371.77
38372,2363.69
38373,2381.54
38374,2373.86
38375,2373.86
38376,2373.86
38377,2370.77
38378,2370.08
38379,2370.95
38380,2372.63
38381,2367.76
38382,2367.76
38383,2367.76
38384,2363.75
38385,2358.16
38386,2364.13
38387,2365.08
38388,2361.92
38389,2361.92
38390,2361.92
38391,2365.79
38392,2364.16
38393,2358.61
38394,2344.94
38395,2346.04
38396,2346.04
38397,2346.04
38398,2338.27
38399,2330.62
38400,2331.7
38401,2327.45
38402,2318.12
38403,2318.12
38404,2318.12
38405,2318.12
38406,2311.83
38407,2308.58
38408,2308.7
38409,2323.77
38410,2323.77
38411,2323.77
38412,2327.98
38413,2329.67
38414,2333.65
38415,2333.7
38416,2338.93
38417,2338.93
38418,2338.93
38419,2324.89
38420,2325.69
38421,2334.11
38422,2340.34
38423,2332.72
38424,2332.72
38425,2332.72
38426,2346.71
38427,2362.36
38428,2386.47
38429,2374.46
38430,2371.43
38431,2371.43
38432,2371.43
38433,2371.43
38434,2361.78
38435,2382.3
38436,2382.3
38437,2382.3
38438,2382.3
38439,2382.3
38440,2397.25
38441,2393.32
38442,2376.48
38443,2363.23
38444,2365.98
38445,2365.98
38446,2365.98
38447,2374.47
38448,2369.67
38449,2362.28
38450,2353.16
38451,2349.8
38452,2349.8
38453,2349.8
38454,2331.95
38455,2335.4
38456,2328.74
38457,2346.09
38458,2363.96
38459,2363.96
38460,2363.96
38461,2363.3
38462,2355.64
38463,2344.45
38464,2336.35
38465,2336.25
38466,2336.25
38467,2336.25
38468,2343.97
38469,2342.56
38470,2338.07
38471,2344.87
38472,2348.32
38473,2348.32
38474,2348.32
38475,2349.59
38476,2345.45
38477,2337.08
38478,2338.44
38479,2339.06
38480,2339.06
38481,2339.06
38482,2339.06
38483,2339.77
38484,2340.99
38485,2344
38486,2348.69
38487,2348.69
38488,2348.69
38489,2347.25
38490,2341.72
38491,2339.44
38492,2336.99
38493,2337
38494,2337
38495,2337
38496,2329.05
38497,2328.69
38498,2329.35
38499,2330.79
38500,2332.79
38501,2332.79
38502,2332.79
38503,2332.79
38504,2338.89
38505,2339.67
38506,2336.65
38507,2330.93
38508,2330.93
38509,2330.93
38510,2330.93
38511,2331.38
38512,2347.83
38513,2361.41
38514,2349.17
38515,2349.17
38516,2349.17
38517,2345.6
38518,2334.27
38519,2330.33
38520,2326.43
38521,2322.05
38522,2322.05
38523,2322.05
38524,2319.11
38525,2314.89
38526,2316.45
38527,2319.27
38528,2320.29
38529,2320.29
38530,2320.29
38531,2323.19
38532,2327.9
38533,2331.81
38534,2324.22
38535,2324.69
38536,2324.69
38537,2324.69
38538,2324.69
38539,2338.17
38540,2338.86
38541,2332.7
38542,2330.72
38543,2330.72
38544,2330.72
38545,2324.37
38546,2323.08
38547,2326.09
38548,2329.4
38549,2332.07
38550,2332.07
38551,2332.07
38552,2320.26
38553,2312.73
38554,2312.73
38555,2312.82
38556,2316.42
38557,2316.42
38558,2316.42
38559,2315.39
38560,2316.93
38561,2313.84
38562,2311.43
38563,2308.49
38564,2308.49
38565,2308.49
38566,2308.42
38567,2305.95
38568,2306.51
38569,2307.4
38570,2307.69
38571,2307.69
38572,2307.69
38573,2308.3
38574,2305.63
38575,2299.75
38576,2313.52
38577,2308.38
38578,2308.38
38579,2308.38
38580,2308.38
38581,2301.74
38582,2303.2
38583,2307.45
38584,2309.83
38585,2309.83
38586,2309.83
38587,2304.26
38588,2302.59
38589,2305.05
38590,2305.87
38591,2306.71
38592,2306.71
38593,2306.71
38594,2305.15
38595,2304.3
38596,2302.78
38597,2298.85
38598,2295.31
38599,2295.31
38600,2295.31
38601,2295.31
38602,2286.61
38603,2279.95
38604,2289.3
38605,2305.09
38606,2305.09
38607,2305.09
38608,2306.71
38609,2295.02
38610,2290.02
38611,2299.82
38612,2301.99
38613,2301.99
38614,2301.99
38615,2295.57
38616,2300.58
38617,2291.05
38618,2292.59
38619,2290.03
38620,2290.03
38621,2290.03
38622,2289.18
38623,2290.74
38624,2293.29
38625,2289.61
38626,2288.22
38627,2288.22
38628,2288.22
38629,2289.13
38630,2289.79
38631,2294.12
38632,2302.79
38633,2303.01
38634,2303.01
38635,2303.01
38636,2303.01
38637,2299.94
38638,2299.47
38639,2298.99
38640,2294.75
38641,2294.75
38642,2294.75
38643,2294.75
38644,2288.69
38645,2283.96
38646,2289.15
38647,2288.69
38648,2288.69
38649,2288.69
38650,2285.37
38651,2284.05
38652,2288.52
38653,2289.87
38654,2289.57
38655,2289.57
38656,2289.57
38657,2287.51
38658,2285.83
38659,2285.24
38660,2283.78
38661,2282.76
38662,2282.76
38663,2282.76
38664,2282.76
38665,2282.67
38666,2280.94
38667,2280.19
38668,2280.19
38669,2280.19
38670,2280.19
38671,2280.19
38672,2280.43
38673,2278.23
38674,2277.99
38675,2277.73
38676,2277.73
38677,2277.73
38678,2276.64
38679,2278.48
38680,2277.92
38681,2277.92
38682,2275.4
38683,2275.4
38684,2275.4
38685,2273.08
38686,2274.04
38687,2274.71
38688,2272.95
38689,2274.39
38690,2274.39
38691,2274.39
38692,2274.1
38693,2274.19
38694,2274.06
38695,2274.06
38696,2275.09
38697,2275.09
38698,2275.09
38699,2275.47
38700,2275.33
38701,2275.45
38702,2276.7
38703,2277.85
38704,2277.85
38705,2277.85
38706,2286.83
38707,2286.46
38708,2285.61
38709,2283.47
38710,2282.36
38711,2282.36
38712,2282.36
38713,2282.36
38714,2283.11
38715,2282.35
38716,2284.22
38717,2284.22
38718,2284.22
38719,2284.22
38720,2284.22
38721,2282.27
38722,2282.13
38723,2279.99
38724,2278.4
38725,2278.4
38726,2278.4
38727,2278.4
38728,2276.58
38729,2274.73
38730,2274.59
38731,2273.31
38732,2273.31
38733,2273.31
38734,2273.31
38735,2270.88
38736,2271.55
38737,2269.7
38738,2269.41
38739,2269.41
38740,2269.41
38741,2262.04
38742,2262.87
38743,2273.5
38744,2270.85
38745,2266.66
38746,2266.66
38747,2266.66
38748,2265.65
38749,2267.63
38750,2267.39
38751,2266.07
38752,2265.22
38753,2265.22
38754,2265.22
38755,2259.64
38756,2256.57
38757,2259.07
38758,2256.95
38759,2253.1
38760,2253.1
38761,2253.1
38762,2254.03
38763,2254.98
38764,2253.68
38765,2254.11
38766,2253.89
38767,2253.89
38768,2253.89
38769,2253.89
38770,2253.42
38771,2251.78
38772,2249.9
38773,2246.18
38774,2246.18
38775,2246.18
38776,2247.32
38777,2245.71
38778,2247.48
38779,2251.45
38780,2256.17
38781,2256.17
38782,2256.17
38783,2259.12
38784,2258.11
38785,2254.55
38786,2257.67
38787,2265.15
38788,2265.15
38789,2265.15
38790,2263.46
38791,2262.41
38792,2259.53
38793,2258.01
38794,2257.01
38795,2257.01
38796,2257.01
38797,2257.01
38798,2259.19
38799,2263.31
38800,2265.49
38801,2266.95
38802,2266.95
38803,2266.95
38804,2268.35
38805,2276.08
38806,2286.73
38807,2289.98
38808,2293.38
38809,2293.38
38810,2293.38
38811,2296.18
38812,2288.67
38813,2294.99
38814,2313.05
38815,2342.35
38816,2342.35
38817,2342.35
38818,2352.58
38819,2336.26
38820,2335.16
38821,2335.16
38822,2335.16
38823,2335.16
38824,2335.16
38825,2366.15
38826,2349.03
38827,2344.73
38828,2336.1
38829,2337.42
38830,2337.42
38831,2337.42
38832,2332.99
38833,2348.49
38834,2373.94
38835,2375.66
38836,2375.03
38837,2375.03
38838,2375.03
38839,2375.03
38840,2380.31
38841,2377.59
38842,2381.36
38843,2370.63
38844,2370.63
38845,2370.63
38846,2351.06
38847,2338.76
38848,2329.35
38849,2346.06
38850,2375.86
38851,2375.86
38852,2375.86
38853,2424.27
38854,2410.96
38855,2435.52
38856,2450.63
38857,2452.5
38858,2452.5
38859,2452.5
38860,2493.98
38861,2490.06
38862,2518.34
38863,2517.44
38864,2475.75
38865,2475.75
38866,2475.75
38867,2475.75
38868,2482.41
38869,2486.07
38870,2484.62
38871,2450.8
38872,2450.8
38873,2450.8
38874,2443.72
38875,2470.99
38876,2482.15
38877,2511.34
38878,2510.82
38879,2510.82
38880,2510.82
38881,2534.83
38882,2569.1
38883,2570.11
38884,2564.3
38885,2559.04
38886,2559.04
38887,2559.04
38888,2559.04
38889,2568.12
38890,2566.76
38891,2578.02
38892,2607.13
38893,2607.13
38894,2607.13
38895,2607.13
38896,2619.75
38897,2634.06
38898,2633.12
38899,2579.08
38900,2579.08
38901,2579.08
38902,2579.08
38903,2579.08
38904,2574.74
38905,2562.85
38906,2525.5
38907,2525.5
38908,2525.5
38909,2491.45
38910,2488.33
38911,2512.4
38912,2534.13
38913,2549.77
38914,2549.77
38915,2549.77
38916,2556.72
38917,2531.85
38918,2521.18
38919,2521.18
38920,2470.32
38921,2470.32
38922,2470.32
38923,2450.79
38924,2458.56
38925,2466.95
38926,2443.35
38927,2426
38928,2426
38929,2426
38930,2426.52
38931,2436.43
38932,2429.24
38933,2415.51
38934,2389.87
38935,2389.87
38936,2389.87
38937,2389.87
38938,2388.13
38939,2363.82
38940,2363.56
38941,2371.77
38942,2371.77
38943,2371.77
38944,2372.95
38945,2362.28
38946,2356.49
38947,2366.36
38948,2370.49
38949,2370.49
38950,2370.49
38951,2370.49
38952,2362.67
38953,2374.59
38954,2398
38955,2425.65
38956,2425.65
38957,2425.65
38958,2409.54
38959,2402.07
38960,2396.63
38961,2398.56
38962,2398.83
38963,2398.83
38964,2398.83
38965,2398.83
38966,2377.18
38967,2381.46
38968,2387.31
38969,2388.54
38970,2388.54
38971,2388.54
38972,2409.93
38973,2406.89
38974,2399.92
38975,2392.81
38976,2390.66
38977,2390.66
38978,2390.66
38979,2395.43
38980,2396.41
38981,2399.46
38982,2408.62
38983,2417.23
38984,2417.23
38985,2417.23
38986,2420.25
38987,2411.68
38988,2399.36
38989,2397.07
38990,2394.31
38991,2394.31
38992,2394.31
38993,2390.41
38994,2396.38
38995,2403.43
38996,2393.47
38997,2395.23
38998,2395.23
38999,2395.23
39000,2395.23
39001,2387.11
39002,2389.07
39003,2374.51
39004,2356.53
39005,2356.53
39006,2356.53
39007,2356.53
39008,2359.41
